Title,Link,Content,Label,,
Four public figures who were victims of death hoaxes in 2024,https://dubawa.org/four-public-figures-who-were-victims-of-death-hoaxes-in-2024/,"death hoax, a false report that someone has died later proven untrue, is a kind of information disorder that spreads for different reasons. sometimes, it happens due to an error in communication or a deliberate attempt to create a narrative, change existing ones, or trick people.",1,,
"Image showing Farotimi, Peter Obi, Deji Adeyanju in front of Ekiti prison",https://dubawa.org/image-showing-farotimi-peter-obi-deji-adeyanju-in-front-of-ekiti-prison-doctored/," facebook users’ images angel global, osha-bro show peter obi, dele farotimi and deji adeyanju in front of ekiti prison.",0,,
one has been confirmed dead in White Tuesday protest,https://dubawa.org/no-one-has-been-confirmed-dead-in-white-tuesday-protest/," a facebook user claimed, “over four (4) persons are dead now,” at the white tuesday protest.",0,,
WTO disbursing loans to Nigerian citizens,https://dubawa.org/is-wto-disbursing-loans-to-nigerian-citizens/," grant support on facebook claims that the world trade center (wto), in partnership with nigeria’s federal government (fg), is disbursing free n200,000 loans to business owners. ",0,,
old unrelated videos were ly used to amplify #endbadgovernance protest,https://dubawa.org/old-unrelated-videos-were-falsely-used-to-amplify-endbadgovernance-protest/,"on assumption of office on may 29, 2023, president bola tinubu declared fuel subsidy removal— a government policy that would witness the government stopping its role in partly financing oil consumption costs. ",0,,
Claim cloves water cleanses vagina infection,https://dubawa.org/claim-cloves-water-cleanses-vagina-infection-scientifically-unproven/, a facebook user claims cloves water can be used to get rid of yeast infection and tighten the vagina. ,0,,
"X image showing Tinubu, Macron, others clad in Aso-Oke",https://dubawa.org/x-image-showing-tinubu-macron-others-clad-in-aso-oke-manipulated/," an x user shared an image of president tinubu with the french president and others, clad in aso-oke during an international visit.",0,,
National Elections Commission did  dismiss over sixty employees.,https://dubawa.org/national-elections-commission-did-not-dismiss-over-sixty-employees/," an online bloc, “shine liberia,” alleges that the national elections commission has dismissed over 60 employees.",0,,
Mixed reactions mark the death of Liberia’s notorious warlord,https://dubawa.org/mixed-reactions-mark-the-death-of-liberias-notorious-warlord/,"liberia’s social media space (facebook) went buzzing thursday afternoon, november 28, 2024, when the death of the late prince yormie johnson was announced.",1,,
Liberia’s Finance Ministry  resubmited the country’s national budget,https://dubawa.org/liberias-finance-ministry-did-not-resubmit-the-countrys-national-budget/," a facebook user, aloysius howe, has alleged, “the executive branch of government has retrieved the 2025 draft fiscal budget from the so-called majority bloc and submitted it to speaker fonati koffa.”",0,,
How Foreign Information Manipulation and Interference can spread disinformation in grassroots communities,https://dubawa.org/how-foreign-information-manipulation-and-interference-fimi-can-spread-disinformation-in-grassroots-communities/,"imagine a small village in northern nigeria where news spreads quickly through whatsapp and community gatherings. one day, a manipulated post circulates, claiming that a local political figure plans to betray the community. although the post is entirely false and its source unknown, it is shared hundreds of times, inciting fear, anger, and even violence. the unknown account pushing a narrative designed to exploit local tensions for foreign interests is a player in foreign information manipulation and interference (fimi).",0,,
"Video of technological invention in London, AI-generated",https://dubawa.org/video-of-technological-invention-in-london-ai-generated/," a facebook user shared a video showcasing a new technological invention in london, featuring flying cars and advanced robots.",0,,
"Facebook images showing Equatorial Guinea’s ex-minister with numerous Kenyan celebrities, fabricated",https://dubawa.org/facebook-images-showing-equatorial-guineas-ex-minister-with-numerous-kenyan-celebrities-fabricated/, a facebook user claims that deposed equatorial guinea minister baltasar engonga took photographs with kenya’s president and other women from kenya. ,0,,
Facebook video capturing littered human skulls,https://dubawa.org/facebook-video-capturing-littered-human-skulls-not-recent/, a facebook user claimed an uploaded video showing littered bodies abandoned in an undisclosed area in the southwest is a recent development.,0,,
 to suggest speaker’s office received draft national budget from chief clerk’s office,https://dubawa.org/false-to-suggest-speakers-office-received-draft-national-budget-from-chief-clerks-office/," according to a post by shine liberia, a social media blog, the legally elected speaker’s office has finally received the draft national budget from the chief clerk’s office.",0,,
"Mike Tyson, Jake Paul sued for scripted fight",https://dubawa.org/were-mike-tyson-jake-paul-sued-for-scripted-fight/," several facebook users claimed that the fight between mike tyson and jake paul was staged, and both boxers sued.",0,,
Alleged edifice collapse in Abuja traced to China,https://dubawa.org/alleged-edifice-collapse-in-abuja-traced-to-china/," a facebook user shared a short video of a building collapsing, alleging it occurred in abuja.",0,,
"ribadu’s claim nigeria produces 1.8m barrels daily, ",https://dubawa.org/ribadus-claim-nigeria-produces-1-8m-barrels-daily-false/, national security adviser (nsa) nuhu ribadu said nigeria produces 1.8 million daily barrels.,0,,
E-Visa to Sierra Leone exposed as fraudulent platform,https://dubawa.org/e-visa-to-sierra-leone-exposed-as-fraudulent-platform/," a facebook user, ivan jaw, has reported that an e-visa platform is a reliable way to obtain a visa for sierra leone.",0,,
earthquake  occur in voinjama,https://dubawa.org/misleading-earthquake-didnt-occur-in-voinjama/," makagbeh kamara, a facebook user, posted in a facebook group (fries fm) alleging an earthquake in voinjama city, lofa county. ",0,,
trump has officially banned gay marriage in america,https://dubawa.org/false-trump-has-not-officially-banned-gay-marriage-in-america/," “donald trump has officially banned gay marriage in all 50 states in america,” a facebook user claimed.",0,,
Verifying numerous claims about COVID-19 vaccines,https://dubawa.org/verifying-numerous-claims-about-covid-19-vaccines/, a whatsapp message alleged that the u.s. supreme court ruled covid-19 vaccines are not vaccines and that american politician and anti-vaccine activist robert f. kennedy jr. won a lawsuit against pharmaceutical lobbyists.,0,,
Fabricated Vanguard website publish fake interview of AFDB president,https://dubawa.org/fabricated-vanguard-website-publish-fake-interview-of-afdb-president/," a facebook account claimed that the central bank of nigeria has sued the african development bank’s president, akinwumi adesina, over an alleged interview with arise tv.",0,,
Ministry of Education is offering free online courses,https://dubawa.org/fake-ministry-of-education-not-offering-free-online-courses/," “the ministry of education will offer free four-week online courses for people aged 16-65,” a viral post alleged.",0,,
President  Boakai  allocate $1.8M in the 2024 national budget for celebrations,https://dubawa.org/president-boakai-did-not-allocate-1-8m-in-the-2024-national-budget-for-celebrations/," martin kollie alleges that president boakai spent us$1.8m on celebrations when over 25,000 students from the university of liberia and mvtc stayed out of school while lecturers were on a go-slow strike.",0,,
Does women menstruate?,https://dubawa.org/can-women-menstruate-through-their-palms-and-toes/,"menstruation is a natural and healthy process for most women, with approximately half of the global female population—about 26% of the world’s total population—being of reproductive age. typically, women menstruate for two to seven days each month. according to the united nations children’s fund (unicef), an average woman will spend about seven years menstruating. The Cleveland Clinic defines menstruation as the monthly shedding of the uterus lining. Known also as a period, menses, or menstrual cycle, it involves the discharge of menstrual blood, a combination of blood and tissue from the uterine lining, which flows from the uterus through the cervix and out of the body through the vagina.",1,,
