Title,Link,Content,Label
False to suggest there are no countries with birthright citizenship,https://dubawa.org/false-to-suggest-there-are-no-countries-with-birthright-citizenship/,"Claim: “No country in the world has birthright citizenship,” an Instagram user asserts.",Verdict: False. Findings show Mexico and many other countries around the world have birthright citizenship.
Round-Up: Top four claims we fact-checked this week,https://dubawa.org/round-up-top-four-claims-we-fact-checked-this-week/,"In another week of monitoring and addressing misinformation, here are the top claims DUBAWA verified.","The inauguration of Donald Trump as the 47th President of the United States came with instant restructuring. This event quickly stirred many controversies among social media users, making some ask if President Trump swore on the Bible or not and if he truly withdrew the US from WHO."
True! Wife of former Deputy Senate President Beatrice Ekweremadu out of prison,https://dubawa.org/true-wife-of-former-deputy-senate-president-beatrice-ekweremadu-out-of-prison/,"Claim: Facebook user claims Beatrice Ekweremadu, wife of former Deputy Senate President Ike Ekweremadu, has been released and is back in Nigeria. ",Verdict: True! Available news reports from reputable international and national news outlets confirm she is out of prison. 
EPA denies Facebook Health Alert on air pollution,https://dubawa.org/epa-denies-facebook-health-alert-on-air-pollution/,"Claim: A Facebook user, Ivan Jaw, has alleged on  Facebook that the Environmental Protection Agency (EPA) of Sierra Leone issued a notice warning that the current weather is not West African Harmattan but an extreme form of air pollution dangerous to human health.","Verdict: Mary Sia Foyah, Senior Public Relations Officer at the Environmental Protection Agency, has dismissed the claim, stating that the notice did not come from the EPA and is fake."
"Viral video of robot airlifting ready-made house for delivery, manipulated",https://dubawa.org/viral-video-of-robot-airlifting-ready-made-house-for-delivery-manipulated/,"Claim: A Facebook user, Edwuadotv, posted a video of a robot flying a completed building to a site and claimed that it is the latest innovation in infrastructure from Chinese engineers.","Verdict: FALSE. A computer graphics (CG) generalist on TikTok, identified as @Augingenuity, created and edited the video. The video portrays existing movable buildings, which differ from what it depicts."
"Cocaine Scandal hits Sierra Leone Embassy in Guinea, but Envoy not under house arrest",https://dubawa.org/cocaine-scandal-hits-sierra-leone-embassy-in-guinea-but-envoy-not-under-house-arrest/,"Claim: The Gleaner newspaper has alleged on Facebook that Sierra Leone’s Ambassador to Guinea is under house arrest following the arrest of his driver found with over 380 kilograms of cocaine and $100,000 in the Ambassador’s vehicle. ","Verdict: According to Timothy Kabba, Minister of Foreign Affairs and International Cooperation, the claim is false and lacks evidence.  "
"Are there 3.7 million illegal Nigerian immigrants in the US, as alleged?",https://dubawa.org/are-there-3-7-million-illegal-nigerian-immigrants-in-the-us-as-alleged/,Claim: An X user alleged that there are up to 3.7 million unauthorised immigrants of Nigerian origin living in the United States.,Verdict: False! The latest United States Homeland Security Statistics data does not support the figure claimed by the X user. Nigeria is not even included among the top 10 countries of origin for unauthorised immigrants.
"Ǹjẹ́ EFCC rí owó àti oògùn olóró n’ilé ọmọ El-Rufai, gẹ́gẹ́ bí aṣàmúlò Facebook ṣe sọ?",https://dubawa.org/%c7%b9je-efcc-ri-owo-ati-oogun-oloro-nile-omo-el-rufai-gege-bi-a%e1%b9%a3amulo-facebook-%e1%b9%a3e-so/,"Àhesọ: Aṣàmúlò Facebook kan sọ pé EFCC ṣàwárí owó àti oògùn olóró ní ilé ọmọ El-Rufai, ní Kaduna.","Àbájáde Ìwádìí:  Lótìtọ́ láwọn àjọ EFCC ṣàwárí àwọ́n ohun tí wọ́n dárúkọ wọ̀nyí. Ṣùgbọ́n, ìpínlẹ̀ Èkó ni won ti rí wọ́n, kìí ṣe ilé ọmọ El-Rufai. Àhesọ yìí ṣini lọ́nà. "
Misleading! Government’s Arrest Agenda doesn’t confirm $5.88bn debt in 2029,https://dubawa.org/misleading-governments-arrest-agenda-doesnt-confirm-5-88bn-debt-in-2029/,"Claim: The former Representative, Acarous Moses Gray, has alleged on his official Facebook page that the government will likely leave behind a debt of $5.88bn in 2029 under its Arrest Agenda.","Verdict: Misleading! The government didn’t mention a figure for debt in its Arrest Agenda, nor did it confirm exiting power in 2029 with debt to the country. "
Did President Trump swear on the Bible or not?,https://dubawa.org/did-president-trump-swear-on-the-bible-or-not/,Claim: An X user claims that Trump did not put his hand on the Bible during his swearing-in.,Verdict: True. Our findings reveal that President Trump did not place his hand on the Bible while taking his oath of office. 
Fabricated Vanguard website trends with fake Kadaria Ahmed’s interview,https://dubawa.org/fabricated-vanguard-website-trends-with-fake-kadaria-ahmeds-interview/,"Claim: A sponsored advert from an Instagram account claimed that the Central Bank of Nigeria has sued Kadaria Ahmed, founder of Daria Media, over an alleged interview with News Central TV.","Verdict: FALSE. DUBAWA’s findings revealed that such an interview did not hold, let alone spur a legal battle between the apex bank and the veteran journalist. Also, the supposed publication in the Vanguard newspaper is fake."
TRUE! Trump signed an executive order to withdraw US from WHO,https://dubawa.org/true-trump-signed-an-executive-order-to-withdraw-us-from-who/,Claim: An X user claims that Trump has signed an executive order to withdraw the US from the WHO.,Verdict: True. Updates from the White House confirmed that President Trump has signed an executive order to withdraw the US from the WHO. 
Viral video not from recent tanker explosion in Niger state,https://dubawa.org/viral-video-not-from-recent-tanker-explosion-in-niger-state/,Claim: Social media users recently shared a video claiming it was from the scene of the fire incident in Niger state.,"Verdict: False! The video is not related to the Niger fire incident. It has been circulating online since Dec. 25, 2024. A male voice in the video confirmed that the tanker was carrying groundnut oil, not petrol."
Da’awowi biyar masu daure kai dangane da cutar daji da muka bincika a 2024,https://dubawa.org/daawowi-biyar-masu-daure-kai-da-muka-bincika-a-2024/,"Duk da kasancewarsa wani dandali da ake samun bayanai na karya, kafafan sadarwar zamani sun kasance wata kafa da mutane da dama ke ziyarta don neman bayanai da ke da alaka da lafiya, yayin da a hannu guda masu aikin gano gaskiyar bayanai suke aiki shekara bayan shekara a kokari na tsaftace dandalin sadarwar ta zamani.","Cutar daji ko kansa ta kasance a kan gaba wajen sanadi na rayukan al’umma a duniya, abin takaici masu yada labaran karya na amfani da wannan dama wajen ba da bayanai na yaudara ga al’umma ba tare da la’akari da illar hakan ba. A matsayinta na zama dandali da ke ba wa al’umma bayanai masu inganci jaridar DUBAWA  ta duba wasu da’awowi da dama kan batun da ya shafi cutar ta daji ko kansa, ga wasu daga cikinsu: "
"Alleged arrest of Kaduna Deputy Commissioner of Police, misleading",https://dubawa.org/alleged-arrest-of-kaduna-deputy-commissioner-of-police-misleading/,Claim: A Facebook user claimed that the Kaduna State Deputy Commissioner of Police was arrested for distributing arms and ammunition to kidnappers and bandits.,"Verdict: Misleading! Reports show that the arrest was made in 2019, and the culprit, who was arrested alongside criminals, posed as an Assistant Commissioner of Police.  "
"Alleged footage of Liverpool fans clearing Anfield, misleading",https://dubawa.org/alleged-footage-of-liverpool-fans-clearing-anfield-misleading/,"Claim: An X user, via a video, claimed that Liverpool fans were allegedly clearing a snow-filled Anfield football pitch amidst a match.","Verdict: False. The snow-covered pitch alleged to be Anfield is a pitch in Zurich, where Football Club Zurich Ultras made efforts to clear the pitch of snow so that the game between FC Zurich Ultras and St Gallen could continue. "
"ROUND-UP: Health, security, LA fire among top claims we fact-checked this week",https://dubawa.org/round-up-health-security-la-fire-among-top-claims-we-fact-checked-this-week/,"Mis/disinformation like they say, never sleeps or goes on holiday.  ","As the year 2025 enters into full gear, here are the top claims we fact-checked in the last week."
"Video of man playing golf with fire used to depict how LA fire started, false",https://dubawa.org/video-of-man-playing-golf-with-fire-used-to-depict-how-la-fire-started-false/,Claim: Threads user @thetabama shares a video on how a man accidentally started the Los Angeles fire. ,"Verdict: FALSE! Our findings reveal that the video is unrelated, as it appeared online in December 2024 before the wildfire started."
"Image used to depict Los Angeles fire destruction, unrelated",https://dubawa.org/image-used-to-depict-los-angeles-fire-destruction-unrelated/,Claim: Social media users claimed that a viral image showing a red-roofed house standing untouched amidst burnt properties survived because it was a former Islamic school. ,"Verdict: Misleading. DUBAWA’s findings traced the image to an August 2023 fire incident in Lahaina, Maui, Hawaii. It is unrelated to the recent fire outbreak in Los Angeles, has no religious affiliation, and is not AI-generated. The claims are misleading!"
